2243416	0	0	-1
2243433	0	0	-1
2243434	0	0	-1
2243452	0	0	-1
2243453	0	0	-1
2243471	0	0	-1
2243490	0	0	-1
2243491	0	0	-1
2243510	0	0	-1
2243529	0	0	-1
2243548	0	0	-1
2243567	0	0	-1
2243747	0	0	-1
2243748	0	0	-1
2243749	0	0	-1
2243750	0	0	-1
2243751	0	0	-1
2243752	0	0	-1
2243764	0	0	-1
2243765	0	0	-1
2243766	0	0	-1
2243778	0	0	-1
2243779	0	0	-1
2243780	0	0	-1
2243783	0	0	-1
2243793	0	0	-1
2243794	0	0	-1
2243795	0	0	-1
2243797	0	0	-1
2243808	0	0	-1
2243809	0	0	-1
2243810	0	0	-1
2243813	0	0	-1
2243825	0	0	-1
2243826	0	0	-1
2243827	0	0	-1
2243830	0	0	-1
2243842	0	0	-1
2243843	0	0	-1
2243844	0	0	-1
2243846	0	0	-1
2243858	0	0	-1
2243859	0	0	-1
2243860	0	0	-1
2243862	0	0	-1
2243863	0	0	-1
2243874	0	0	-1
2243875	0	0	-1
2243876	0	0	-1
2243878	0	0	-1
2243879	0	0	-1
2243890	0	0	-1
2243891	0	0	-1
2243892	0	0	-1
2243894	0	0	-1
2243895	0	0	-1
2243906	0	0	-1
2243907	0	0	-1
2243908	0	0	-1
2243910	0	0	-1
2243911	0	0	-1
2243921	0	0	-1
2243922	0	0	-1
2243926	0	0	-1
2243936	0	0	-1
2243942	0	0	-1
2244017	0	0	-1
2244018	0	0	-1
2244019	0	0	-1
2244020	0	0	-1
2244021	0	0	-1
2244022	0	0	-1
2244024	0	0	-1
2244025	0	0	-1
2244026	0	0	-1
2244027	0	0	-1
2244028	0	0	-1
2244029	0	0	-1
2244030	0	0	-1
2244031	0	0	-1
2244032	0	0	-1
2244033	0	0	-1
2244034	0	0	-1
2244035	0	0	-1
2244036	0	0	-1
2244037	0	0	-1
2244038	0	0	-1
2244039	0	0	-1
2244040	0	0	-1
2244041	0	0	-1
2244042	0	0	-1
2244043	0	0	-1
2244045	0	0	-1
2244046	0	0	-1
2244047	0	0	-1
2244048	0	0	-1
2244049	0	0	-1
2244050	0	0	-1
2244051	0	0	-1
2244052	0	0	-1
2244053	0	0	-1
2244054	0	0	-1
2244055	0	0	-1
2244056	0	0	-1
2244057	0	0	-1
2244058	0	0	-1
2244059	0	0	-1
2244063	0	0	-1
2244064	0	0	-1
2244065	0	0	-1
2244066	0	0	-1
2244067	0	0	-1
2244068	0	0	-1
2244069	0	0	-1
2244070	0	0	-1
2244071	0	0	-1
2244079	0	0	-1
2244080	0	0	-1
2244081	0	0	-1
2244082	0	0	-1
2244083	0	0	-1
2244084	0	0	-1
2244093	0	0	-1
2244094	0	0	-1
2244095	0	0	-1
2244096	0	0	-1
2244097	0	0	-1
2244106	0	0	-1
2244107	0	0	-1
2244108	0	0	-1
2244109	0	0	-1
2244110	0	0	-1
2244119	0	0	-1
2244120	0	0	-1
2244121	0	0	-1
2244122	0	0	-1
2244123	0	0	-1
2244131	0	0	-1
2244132	0	0	-1
2244133	0	0	-1
2244134	0	0	-1
2244135	0	0	-1
2244143	0	0	-1
2244144	0	0	-1
2244145	0	0	-1
2244146	0	0	-1
2244147	0	0	-1
2244155	0	0	-1
2244156	0	0	-1
2244157	0	0	-1
2244158	0	0	-1
2244159	0	0	-1
2244164	0	0	-1
2244165	0	0	-1
2244166	0	0	-1
2244167	0	0	-1
2244168	0	0	-1
2244169	0	0	-1
2244170	0	0	-1
2244171	0	0	-1
2244172	0	0	-1
2244173	0	0	-1
2244174	0	0	-1
2244175	0	0	-1
2244176	0	0	-1
2244177	0	0	-1
2244178	0	0	-1
2244180	0	0	-1
2244181	0	0	-1
2244182	0	0	-1
2244183	0	0	-1
2244184	0	0	-1
2244185	0	0	-1
2244186	0	0	-1
2244206	0	0	-1
2244207	0	0	-1
2244208	0	0	-1
2244209	0	0	-1
2244210	0	0	-1
2244211	0	0	-1
2244212	0	0	-1
2244213	0	0	-1
2244214	0	0	-1
2244215	0	0	-1
2244216	0	0	-1
2244217	0	0	-1
2244218	0	0	-1
2244219	0	0	-1
2244220	0	0	-1
2244221	0	0	-1
2244222	0	0	-1
2244223	0	0	-1
2244224	0	0	-1
2244225	0	0	-1
2244226	0	0	-1
2244227	0	0	-1
2244228	0	0	-1
2244229	0	0	-1
2244230	0	0	-1
2244231	0	0	-1
2244232	0	0	-1
2244233	0	0	-1
2244234	0	0	-1
2244235	0	0	-1
2244236	0	0	-1
2244237	0	0	-1
2244238	0	0	-1
2244239	0	0	-1
2244240	0	0	-1
2244241	0	0	-1
2244242	0	0	-1
2244243	0	0	-1
2244244	0	0	-1
2244245	0	0	-1
2244246	0	0	-1
2244247	0	0	-1
2244248	0	0	-1
2244249	0	0	-1
2244250	0	0	-1
2244251	0	0	-1
2244252	0	0	-1
2244253	0	0	-1
2244254	0	0	-1
2244255	0	0	-1
2244256	0	0	-1
2244257	0	0	-1
2244258	0	0	-1
2244259	0	0	-1
2244260	0	0	-1
2244261	0	0	-1
2244262	0	0	-1
2244263	0	0	-1
2244264	0	0	-1
2244265	0	0	-1
2244266	0	0	-1
2244267	0	0	-1
2244268	0	0	-1
2244269	0	0	-1
2244270	0	0	-1
2244271	0	0	-1
2244272	0	0	-1
2244273	0	0	-1
2244274	0	0	-1
2244275	0	0	-1
2244276	0	0	-1
2244277	0	0	-1
2244278	0	0	-1
2244279	0	0	-1
2244280	0	0	-1
2244281	0	0	-1
2244282	0	0	-1
2244283	0	0	-1
2244284	0	0	-1
2244285	0	0	-1
2244286	0	0	-1
2244287	0	0	-1
2244288	0	0	-1
2244289	0	0	-1
2244290	0	0	-1
2244291	0	0	-1
2244292	0	0	-1
2244293	0	0	-1
2244294	0	0	-1
2244295	0	0	-1
2244296	0	0	-1
2244297	0	0	-1
2244298	0	0	-1
2244299	0	0	-1
2244300	0	0	-1
2244301	0	0	-1
2244302	0	0	-1
2244303	0	0	-1
2244304	0	0	-1
2126073	0	0	-1
2126104	0	0	-1
2126118	0	0	-1
2126121	0	0	-1
2126135	0	0	-1
2126139	0	0	-1
2126153	0	0	-1
2126157	0	0	-1
2126175	0	0	-1
2135030	0	0	-1
2135044	0	0	-1
2135048	0	0	-1
2135058	0	0	-1
2135062	0	0	-1
2135063	0	0	-1
2135073	0	0	-1
2135074	0	0	-1
2135076	0	0	-1
2135077	0	0	-1
2135078	0	0	-1
2135088	0	0	-1
2135089	0	0	-1
2135090	0	0	-1
2135091	0	0	-1
2135092	0	0	-1
2135093	0	0	-1
2135103	0	0	-1
2135104	0	0	-1
2135105	0	0	-1
2135106	0	0	-1
2135107	0	0	-1
2135108	0	0	-1
2135118	0	0	-1
2135119	0	0	-1
2135120	0	0	-1
2135121	0	0	-1
2135122	0	0	-1
2135123	0	0	-1
2135133	0	0	-1
2135134	0	0	-1
2135135	0	0	-1
2135137	0	0	-1
2135138	0	0	-1
2135139	0	0	-1
2135150	0	0	-1
2135151	0	0	-1
2135153	0	0	-1
2135154	0	0	-1
2135155	0	0	-1
2135165	0	0	-1
2135166	0	0	-1
2135167	0	0	-1
2135169	0	0	-1
2135170	0	0	-1
2135171	0	0	-1
2135181	0	0	-1
2135182	0	0	-1
2135183	0	0	-1
2135186	0	0	-1
2135187	0	0	-1
2135197	0	0	-1
2135198	0	0	-1
2135203	0	0	-1
2135213	0	0	-1
2135227	0	0	-1
2143515	0	0	-1
2143516	0	0	-1
2143517	0	0	-1
2143518	0	0	-1
2143519	0	0	-1
2143520	0	0	-1
2143521	0	0	-1
2143523	0	0	-1
2143524	0	0	-1
2143525	0	0	-1
2143526	0	0	-1
2143529	0	0	-1
2143530	0	0	-1
2143531	0	0	-1
2143532	0	0	-1
2143533	0	0	-1
2143534	0	0	-1
2143535	0	0	-1
2143536	0	0	-1
2143541	0	0	-1
2143542	0	0	-1
2143543	0	0	-1
2143544	0	0	-1
2143545	0	0	-1
2143546	0	0	-1
2143552	0	0	-1
2143553	0	0	-1
2143554	0	0	-1
2143555	0	0	-1
2143556	0	0	-1
2143557	0	0	-1
2143563	0	0	-1
2143564	0	0	-1
2143565	0	0	-1
2143566	0	0	-1
2143567	0	0	-1
2143568	0	0	-1
2143574	0	0	-1
2143575	0	0	-1
2143576	0	0	-1
2143577	0	0	-1
2143578	0	0	-1
2143579	0	0	-1
2143585	0	0	-1
2143586	0	0	-1
2143587	0	0	-1
2143588	0	0	-1
2143589	0	0	-1
2143590	0	0	-1
2143596	0	0	-1
2143597	0	0	-1
2143598	0	0	-1
2143599	0	0	-1
2143600	0	0	-1
2143601	0	0	-1
2143602	0	0	-1
2143608	0	0	-1
2143609	0	0	-1
2143610	0	0	-1
2143611	0	0	-1
2143612	0	0	-1
2143613	0	0	-1
2143614	0	0	-1
2143615	0	0	-1
2143620	0	0	-1
2143621	0	0	-1
2143622	0	0	-1
2143623	0	0	-1
2143624	0	0	-1
2143625	0	0	-1
2143626	0	0	-1
2143627	0	0	-1
2143628	0	0	-1
2143631	0	0	-1
2143632	0	0	-1
2143633	0	0	-1
2143634	0	0	-1
2143635	0	0	-1
2143636	0	0	-1
2143637	0	0	-1
2143638	0	0	-1
2143639	0	0	-1
2143640	0	0	-1
2143642	0	0	-1
2143643	0	0	-1
2143644	0	0	-1
2143645	0	0	-1
2143646	0	0	-1
2143647	0	0	-1
2143648	0	0	-1
2143649	0	0	-1
2143650	0	0	-1
2143651	0	0	-1
2143652	0	0	-1
2143653	0	0	-1
2143654	0	0	-1
2143655	0	0	-1
2143656	0	0	-1
2143657	0	0	-1
2143658	0	0	-1
2143659	0	0	-1
2143660	0	0	-1
2143661	0	0	-1
2143662	0	0	-1
2143663	0	0	-1
2143664	0	0	-1
2143665	0	0	-1
2143666	0	0	-1
2143667	0	0	-1
2143668	0	0	-1
2143671	0	0	-1
2143672	0	0	-1
2143673	0	0	-1
2143674	0	0	-1
2143675	0	0	-1
2143676	0	0	-1
2143677	0	0	-1
2151528	0	0	-1
2151529	0	0	-1
2151530	0	0	-1
2151531	0	0	-1
2151532	0	0	-1
2151533	0	0	-1
2151534	0	0	-1
2151535	0	0	-1
2151536	0	0	-1
2151537	0	0	-1
2151538	0	0	-1
2151539	0	0	-1
2151540	0	0	-1
2151541	0	0	-1
2151542	0	0	-1
2151543	0	0	-1
2151544	0	0	-1
2151545	0	0	-1
2151546	0	0	-1
2151547	0	0	-1
2151548	0	0	-1
2151549	0	0	-1
2151550	0	0	-1
2151551	0	0	-1
2151552	0	0	-1
2151553	0	0	-1
2151554	0	0	-1
2151555	0	0	-1
2151556	0	0	-1
2151557	0	0	-1
2151558	0	0	-1
2151559	0	0	-1
2151560	0	0	-1
2151561	0	0	-1
2151562	0	0	-1
2151563	0	0	-1
2151564	0	0	-1
2151565	0	0	-1
2151566	0	0	-1
2151567	0	0	-1
2151568	0	0	-1
2151569	0	0	-1
2151570	0	0	-1
2151571	0	0	-1
2151572	0	0	-1
2151573	0	0	-1
2151574	0	0	-1
2151575	0	0	-1
2151576	0	0	-1
2151577	0	0	-1
2151578	0	0	-1
2151579	0	0	-1
2151580	0	0	-1
2151581	0	0	-1
2151582	0	0	-1
2151583	0	0	-1
2151584	0	0	-1
2151585	0	0	-1
2151586	0	0	-1
2151587	0	0	-1
2151588	0	0	-1
2151589	0	0	-1
2151590	0	0	-1
2151591	0	0	-1
2151592	0	0	-1
2151593	0	0	-1
2151594	0	0	-1
2151595	0	0	-1
2151596	0	0	-1
2151597	0	0	-1
2151598	0	0	-1
2151599	0	0	-1
2151600	0	0	-1
2151601	0	0	-1
2151602	0	0	-1
2151603	0	0	-1
2151604	0	0	-1
2151605	0	0	-1
2151606	0	0	-1
2151607	0	0	-1
2151608	0	0	-1
